date,product_id,product,category,quantity_sold,expiry_date,unit_price,discount,discount_price,total,shelf_life,holiday,event,temperature_min,temperature_max,temperature_mean,rain_mm,snowfall_cm
2024-03-23,PN013,Carrots,Vegetables,19,06-04-2024,0.13,0%,0.13,2.47,14,0,0,8.6,5.0,1.2,0.0,0.0
2024-03-23,PN005,Bread,Bakery,2,28-03-2024,1.28,0%,1.28,2.56,5,0,0,8.6,5.0,1.2,0.0,0.0
2024-03-23,PN005,Bread,Bakery,18,28-03-2024,1.28,0%,1.28,23.04,5,0,0,8.6,5.0,1.2,0.0,0.0
2024-03-23,PN028,Milk,Dairy,18,24-03-2024,1.25,25%,0.94,16.92,7,0,0,8.6,5.0,1.2,0.0,0.0
2024-03-23,PN042,Smoothie,Beverages,18,23-03-2024,4.25,30%,2.98,53.64,10,0,0,8.6,5.0,1.2,0.0,0.0
2024-03-22,PN006,Breakfast Cereals,Staples,13,22-03-2025,1.29,0%,1.29,16.77,365,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-22,PN017,Chocolates,Confectionery,3,22-03-2025,1.75,0%,1.75,5.25,365,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-22,PN022,Easter Eggs,Confectionery,18,22-03-2025,1.2,0%,1.2,21.6,365,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-22,PN020,Croissants,Bakery,9,21-04-2024,0.48,0%,0.48,4.32,30,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-22,PN015,Cheese,Dairy,8,12-04-2024,2.5,0%,2.5,20.0,21,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-22,PN023,Eggs,Dairy,9,12-04-2024,0.21,0%,0.21,1.89,21,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-22,PN001,Apples,Fruits,8,01-04-2024,0.6,0%,0.6,4.8,10,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-22,PN047,Tomatoes,Vegetables,3,29-03-2024,0.8,0%,0.8,2.4,7,0,0,8.9,5.8,1.5,0.0,0.0
2024-03-21,PN034,Pasta,Staples,3,21-03-2025,1.45,0%,1.45,4.35,365,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN034,Pasta,Staples,8,21-03-2025,1.45,0%,1.45,11.6,365,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN024,Guinness,Beverages,2,17-10-2024,4.66,0%,4.66,9.32,210,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN004,Beef,Meat,7,11-04-2024,4.5,0%,4.5,31.5,21,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN023,Eggs,Dairy,17,11-04-2024,0.21,0%,0.21,3.57,21,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN032,Oranges,Fruits,6,04-04-2024,0.6,0%,0.6,3.6,14,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN045,Spinach,Vegetables,3,31-03-2024,1.39,0%,1.39,4.17,10,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN007,Brussels Sprouts,Vegetables,4,28-03-2024,1.07,0%,1.07,4.28,7,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN041,Salmon Fillets,Seafood,17,25-03-2024,4.25,0%,4.25,72.25,4,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-21,PN020,Croissants,Bakery,20,23-03-2024,0.48,15%,0.41,8.2,30,0,0,11.4,6.9,10.8,0.0,0.0
2024-03-20,PN012,Canned Soup,Staples,19,20-03-2026,2.13,0%,2.13,40.47,730,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-20,PN008,Burger Patties,Meat,13,20-03-2025,3.0,0%,3.0,39.0,365,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-20,PN022,Easter Eggs,Confectionery,18,20-03-2025,1.2,0%,1.2,21.6,365,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-20,PN037,Potatoes,Vegetables,20,09-04-2024,0.46,0%,0.46,9.2,20,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-20,PN029,Mussels,Seafood,3,04-04-2024,3.0,0%,3.0,9.0,15,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-20,PN005,Bread,Bakery,19,25-03-2024,1.28,0%,1.28,24.32,5,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-20,PN046,Strawberries,Fruits,12,24-03-2024,0.5,0%,0.5,6.0,4,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-20,PN017,Chocolates,Confectionery,20,20-03-2024,1.75,30%,1.23,24.6,365,0,0,11.9,6.6,2.0,0.0,0.0
2024-03-19,PN006,Breakfast Cereals,Staples,7,19-03-2025,1.29,0%,1.29,9.03,365,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN030,Onions,Vegetables,9,08-04-2024,0.67,0%,0.67,6.03,20,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN037,Potatoes,Vegetables,19,08-04-2024,0.46,0%,0.46,8.74,20,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN048,Turkey,Meat,14,02-04-2024,1.99,0%,1.99,27.86,14,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN021,Cucumber,Vegetables,12,26-03-2024,0.89,0%,0.89,10.68,7,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN026,Lamb,Meat,20,22-03-2024,5.0,0%,5.0,100.0,3,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN024,Guinness,Beverages,5,21-03-2024,4.66,15%,3.96,19.8,210,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN010,Butter Croissant,Bakery,13,20-03-2024,1.5,25%,1.13,14.69,3,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-19,PN016,Chicken Breast,Meat,8,19-03-2024,3.99,30%,2.79,22.32,5,0,0,11.9,7.9,6.4,0.0,0.0
2024-03-18,PN018,Cinnamon,Spices,1,18-03-2026,1.0,0%,1.0,1.0,730,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN006,Breakfast Cereals,Staples,17,18-03-2025,1.29,0%,1.29,21.93,365,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN034,Pasta,Staples,2,18-03-2025,1.45,0%,1.45,2.9,365,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN044,Sparkling Wine,Beverages,4,18-03-2025,4.5,0%,4.5,18.0,365,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN020,Croissants,Bakery,12,17-04-2024,0.48,0%,0.48,5.76,30,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN033,Oysters,Seafood,20,02-04-2024,3.99,0%,3.99,79.8,15,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN033,Oysters,Seafood,4,02-04-2024,3.99,0%,3.99,15.96,15,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN032,Oranges,Fruits,8,01-04-2024,0.6,0%,0.6,4.8,14,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN048,Turkey,Meat,15,01-04-2024,1.99,0%,1.99,29.85,14,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN042,Smoothie,Beverages,10,28-03-2024,4.25,0%,4.25,42.5,10,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN002,Bananas,Fruits,4,25-03-2024,0.28,0%,0.28,1.12,7,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN028,Milk,Dairy,19,25-03-2024,1.25,0%,1.25,23.75,7,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN005,Bread,Bakery,14,23-03-2024,1.28,0%,1.28,17.92,5,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN006,Breakfast Cereals,Staples,17,21-03-2024,1.29,10%,1.16,19.72,365,0,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN021,Cucumber,Vegetables,3,21-03-2024,0.89,10%,0.8,2.4,7,0,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN026,Lamb,Meat,6,21-03-2024,5.0,0%,5.0,30.0,3,1,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN004,Beef,Meat,14,20-03-2024,4.5,15%,3.83,53.62,21,0,0,11.9,7.7,11.9,0.0,0.0
2024-03-18,PN002,Bananas,Fruits,3,18-03-2024,0.28,30%,0.2,0.6,7,0,0,11.9,7.7,11.9,0.0,0.0
2024-03-17,PN022,Easter Eggs,Confectionery,13,17-03-2025,1.2,0%,1.2,15.6,365,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-17,PN023,Eggs,Dairy,1,07-04-2024,0.21,0%,0.21,0.21,21,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-17,PN050,Yogurt,Dairy,1,01-04-2024,1.35,0%,1.35,1.35,15,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-17,PN031,Orange Juice,Beverages,2,31-03-2024,2.5,0%,2.5,5.0,14,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-17,PN048,Turkey,Meat,4,31-03-2024,1.99,0%,1.99,7.96,14,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-17,PN042,Smoothie,Beverages,7,27-03-2024,4.25,0%,4.25,29.75,10,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-17,PN036,Pineapple,Fruits,4,24-03-2024,1.19,0%,1.19,4.76,7,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-17,PN041,Salmon Fillets,Seafood,2,18-03-2024,4.25,25%,3.19,6.38,4,0,0,12.2,9.5,5.3,0.0,0.0
2024-03-16,PN039,Red Wine,Beverages,5,16-03-2027,10.5,0%,10.5,52.5,1095,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN034,Pasta,Staples,3,16-03-2025,1.45,0%,1.45,4.35,365,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN037,Potatoes,Vegetables,3,05-04-2024,0.46,0%,0.46,1.38,20,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN002,Bananas,Fruits,7,23-03-2024,0.28,0%,0.28,1.96,7,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN047,Tomatoes,Vegetables,4,23-03-2024,0.8,0%,0.8,3.2,7,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN034,Pasta,Staples,12,21-03-2024,1.45,5%,1.38,16.56,365,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN041,Salmon Fillets,Seafood,5,20-03-2024,4.25,0%,4.25,21.25,4,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN041,Salmon Fillets,Seafood,8,20-03-2024,4.25,0%,4.25,34.0,4,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN004,Beef,Meat,19,19-03-2024,4.5,10%,4.05,76.95,21,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN026,Lamb,Meat,7,19-03-2024,5.0,0%,5.0,35.0,3,0,0,12.9,4.8,7.7,0.0,0.0
2024-03-16,PN044,Sparkling Wine,Beverages,3,18-03-2024,4.5,15%,3.83,11.49,365,1,0,12.9,4.8,7.7,0.0,0.0
2024-03-15,PN037,Potatoes,Vegetables,19,04-04-2024,0.46,0%,0.46,8.74,20,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN029,Mussels,Seafood,20,30-03-2024,3.0,0%,3.0,60.0,15,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN029,Mussels,Seafood,1,30-03-2024,3.0,0%,3.0,3.0,15,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN031,Orange Juice,Beverages,7,29-03-2024,2.5,0%,2.5,17.5,14,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN001,Apples,Fruits,19,25-03-2024,0.6,0%,0.6,11.4,10,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN001,Apples,Fruits,19,25-03-2024,0.6,0%,0.6,11.4,10,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN002,Bananas,Fruits,3,22-03-2024,0.28,0%,0.28,0.84,7,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN016,Chicken Breast,Meat,8,20-03-2024,3.99,0%,3.99,31.92,5,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN016,Chicken Breast,Meat,5,20-03-2024,3.99,0%,3.99,19.95,5,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN007,Brussels Sprouts,Vegetables,3,16-03-2024,1.07,25%,0.8,2.4,7,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN022,Easter Eggs,Confectionery,10,16-03-2024,1.2,25%,0.9,9.0,365,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-15,PN041,Salmon Fillets,Seafood,17,15-03-2024,4.25,30%,2.98,50.66,4,0,0,11.9,5.2,0.3,0.0,0.0
2024-03-14,PN012,Canned Soup,Staples,7,14-03-2026,2.13,0%,2.13,14.91,730,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN015,Cheese,Dairy,1,04-04-2024,2.5,0%,2.5,2.5,21,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN037,Potatoes,Vegetables,13,03-04-2024,0.46,0%,0.46,5.98,20,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN037,Potatoes,Vegetables,20,03-04-2024,0.46,0%,0.46,9.2,20,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN033,Oysters,Seafood,14,29-03-2024,3.99,0%,3.99,55.86,15,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN013,Carrots,Vegetables,12,28-03-2024,0.13,0%,0.13,1.56,14,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN021,Cucumber,Vegetables,2,21-03-2024,0.89,0%,0.89,1.78,7,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN038,Pumpkin,Vegetables,15,18-03-2024,3.45,0%,3.45,51.75,4,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN010,Butter Croissant,Bakery,4,17-03-2024,1.5,0%,1.5,6.0,3,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-14,PN015,Cheese,Dairy,6,16-03-2024,2.5,15%,2.13,12.78,21,0,0,12.1,6.8,15.4,0.0,0.0
2024-03-13,PN037,Potatoes,Vegetables,15,02-04-2024,0.46,0%,0.46,6.9,20,0,0,11.9,6.9,8.6,0.0,0.0
2024-03-13,PN029,Mussels,Seafood,13,28-03-2024,3.0,0%,3.0,39.0,15,0,0,11.9,6.9,8.6,0.0,0.0
2024-03-13,PN035,Pepper,Spices,17,27-03-2024,1.0,0%,1.0,17.0,14,0,0,11.9,6.9,8.6,0.0,0.0
2024-03-13,PN042,Smoothie,Beverages,9,23-03-2024,4.25,0%,4.25,38.25,10,0,0,11.9,6.9,8.6,0.0,0.0
2024-03-13,PN007,Brussels Sprouts,Vegetables,3,20-03-2024,1.07,0%,1.07,3.21,7,0,0,11.9,6.9,8.6,0.0,0.0
2024-03-13,PN047,Tomatoes,Vegetables,16,20-03-2024,0.8,0%,0.8,12.8,7,0,0,11.9,6.9,8.6,0.0,0.0
2024-03-13,PN015,Cheese,Dairy,8,13-03-2024,2.5,30%,1.75,14.0,21,0,0,11.9,6.9,8.6,0.0,0.0
2024-03-12,PN006,Breakfast Cereals,Staples,15,12-03-2025,1.29,0%,1.29,19.35,365,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN034,Pasta,Staples,7,12-03-2025,1.45,0%,1.45,10.15,365,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN020,Croissants,Bakery,2,11-04-2024,0.48,0%,0.48,0.96,30,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN004,Beef,Meat,6,02-04-2024,4.5,0%,4.5,27.0,21,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN013,Carrots,Vegetables,16,26-03-2024,0.13,0%,0.13,2.08,14,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN031,Orange Juice,Beverages,10,26-03-2024,2.5,0%,2.5,25.0,14,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN001,Apples,Fruits,17,22-03-2024,0.6,0%,0.6,10.2,10,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN036,Pineapple,Fruits,1,19-03-2024,1.19,0%,1.19,1.19,7,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN009,Butter,Dairy,6,17-03-2024,3.99,0%,3.99,23.94,270,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-12,PN009,Butter,Dairy,7,13-03-2024,3.99,25%,2.99,20.93,270,0,0,12.1,9.1,9.6,0.0,0.0
2024-03-11,PN006,Breakfast Cereals,Staples,17,11-03-2025,1.29,0%,1.29,21.93,365,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN019,Coffee,Beverages,16,11-03-2025,3.3,0%,3.3,52.8,365,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN037,Potatoes,Vegetables,18,31-03-2024,0.46,0%,0.46,8.28,20,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN033,Oysters,Seafood,11,26-03-2024,3.99,0%,3.99,43.89,15,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN002,Bananas,Fruits,15,18-03-2024,0.28,0%,0.28,4.2,7,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN036,Pineapple,Fruits,3,18-03-2024,1.19,0%,1.19,3.57,7,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN047,Tomatoes,Vegetables,20,18-03-2024,0.8,0%,0.8,16.0,7,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN010,Butter Croissant,Bakery,5,14-03-2024,1.5,0%,1.5,7.5,3,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-11,PN050,Yogurt,Dairy,20,14-03-2024,1.35,10%,1.22,24.4,15,0,0,9.9,5.4,9.3,0.0,0.0
2024-03-10,PN039,Red Wine,Beverages,4,28-12-2024,10.5,25%,7.88,31.52,1095,0,0,9.1,6.2,0.0,0.0,0.0
2024-03-10,PN040,Salami,Meat,15,31-03-2024,1.6,0%,1.6,24.0,21,0,0,9.1,6.2,0.0,0.0,0.0
2024-03-10,PN042,Smoothie,Beverages,11,20-03-2024,4.25,0%,4.25,46.75,10,0,0,9.1,6.2,0.0,0.0,0.0
2024-03-10,PN021,Cucumber,Vegetables,12,17-03-2024,0.89,0%,0.89,10.68,7,0,0,9.1,6.2,0.0,0.0,0.0
2024-03-10,PN004,Beef,Meat,4,11-03-2024,4.5,25%,3.38,13.52,21,0,0,9.1,6.2,0.0,0.0,0.0
2024-03-09,PN014,Charcoal,Non-Food,19,09-03-2026,1.75,0%,1.75,33.25,730,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN022,Easter Eggs,Confectionery,7,09-03-2025,1.2,0%,1.2,8.4,365,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN044,Sparkling Wine,Beverages,17,09-03-2025,4.5,0%,4.5,76.5,365,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN023,Eggs,Dairy,2,30-03-2024,0.21,0%,0.21,0.42,21,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN028,Milk,Dairy,16,16-03-2024,1.25,0%,1.25,20.0,7,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN038,Pumpkin,Vegetables,20,13-03-2024,3.45,0%,3.45,69.0,4,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN010,Butter Croissant,Bakery,19,12-03-2024,1.5,0%,1.5,28.5,3,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN026,Lamb,Meat,5,12-03-2024,5.0,0%,5.0,25.0,3,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN001,Apples,Fruits,6,10-03-2024,0.6,25%,0.45,2.7,10,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-09,PN049,White Wine,Beverages,19,10-03-2024,10.5,25%,7.88,149.72,730,0,0,8.5,4.7,0.0,0.0,0.0
2024-03-08,PN003,Basmati Rice,Staples,11,08-03-2025,1.59,0%,1.59,17.49,365,0,0,9.6,5.6,0.0,0.0,0.0
2024-03-08,PN008,Burger Patties,Meat,15,08-03-2025,3.0,0%,3.0,45.0,365,0,0,9.6,5.6,0.0,0.0,0.0
2024-03-08,PN031,Orange Juice,Beverages,15,22-03-2024,2.5,0%,2.5,37.5,14,0,0,9.6,5.6,0.0,0.0,0.0
2024-03-08,PN031,Orange Juice,Beverages,12,09-03-2024,2.5,25%,1.88,22.56,14,0,0,9.6,5.6,0.0,0.0,0.0
2024-03-08,PN001,Apples,Fruits,1,08-03-2024,0.6,30%,0.42,0.42,10,0,0,9.6,5.6,0.0,0.0,0.0
2024-03-08,PN037,Potatoes,Vegetables,15,08-03-2024,0.46,30%,0.32,4.8,20,0,0,9.6,5.6,0.0,0.0,0.0
2024-03-07,PN015,Cheese,Dairy,4,28-03-2024,2.5,0%,2.5,10.0,21,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN030,Onions,Vegetables,11,27-03-2024,0.67,0%,0.67,7.37,20,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN031,Orange Juice,Beverages,6,21-03-2024,2.5,0%,2.5,15.0,14,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN001,Apples,Fruits,14,17-03-2024,0.6,0%,0.6,8.4,10,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN025,Ham,Meat,2,17-03-2024,2.99,0%,2.99,5.98,10,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN034,Pasta,Staples,14,12-03-2024,1.45,5%,1.38,19.32,365,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN046,Strawberries,Fruits,8,11-03-2024,0.5,0%,0.5,4.0,4,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN029,Mussels,Seafood,12,10-03-2024,3.0,10%,2.7,32.4,15,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-07,PN015,Cheese,Dairy,8,09-03-2024,2.5,15%,2.13,17.04,21,0,0,11.2,6.1,0.3,0.0,0.0
2024-03-06,PN013,Carrots,Vegetables,12,20-03-2024,0.13,0%,0.13,1.56,14,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-06,PN021,Cucumber,Vegetables,16,13-03-2024,0.89,0%,0.89,14.24,7,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-06,PN005,Bread,Bakery,9,11-03-2024,1.28,0%,1.28,11.52,5,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-06,PN005,Bread,Bakery,16,11-03-2024,1.28,0%,1.28,20.48,5,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-06,PN041,Salmon Fillets,Seafood,16,10-03-2024,4.25,0%,4.25,68.0,4,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-06,PN010,Butter Croissant,Bakery,5,09-03-2024,1.5,0%,1.5,7.5,3,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-06,PN005,Bread,Bakery,20,06-03-2024,1.28,30%,0.9,18.0,5,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-06,PN012,Canned Soup,Staples,3,06-03-2024,2.13,30%,1.49,4.47,730,0,0,12.2,7.4,0.3,0.0,0.0
2024-03-05,PN018,Cinnamon,Spices,4,05-03-2026,1.0,0%,1.0,4.0,730,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN022,Easter Eggs,Confectionery,19,05-03-2025,1.2,0%,1.2,22.8,365,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN022,Easter Eggs,Confectionery,18,05-03-2025,1.2,0%,1.2,21.6,365,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN043,Soft Drinks,Beverages,1,31-10-2024,3.4,0%,3.4,3.4,240,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN023,Eggs,Dairy,19,26-03-2024,0.21,0%,0.21,3.99,21,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN013,Carrots,Vegetables,19,19-03-2024,0.13,0%,0.13,2.47,14,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN001,Apples,Fruits,16,15-03-2024,0.6,0%,0.6,9.6,10,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN002,Bananas,Fruits,12,12-03-2024,0.28,0%,0.28,3.36,7,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN023,Eggs,Dairy,5,10-03-2024,0.21,5%,0.2,1.0,21,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN010,Butter Croissant,Bakery,5,08-03-2024,1.5,0%,1.5,7.5,3,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN014,Charcoal,Non-Food,8,08-03-2024,1.75,10%,1.58,12.64,730,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-05,PN047,Tomatoes,Vegetables,20,06-03-2024,0.8,25%,0.6,12.0,7,0,0,11.4,4.4,8.5,0.0,0.0
2024-03-04,PN012,Canned Soup,Staples,7,04-03-2026,2.13,0%,2.13,14.91,730,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-04,PN034,Pasta,Staples,5,04-03-2025,1.45,0%,1.45,7.25,365,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-04,PN024,Guinness,Beverages,12,30-09-2024,4.66,0%,4.66,55.92,210,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-04,PN015,Cheese,Dairy,2,25-03-2024,2.5,0%,2.5,5.0,21,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-04,PN015,Cheese,Dairy,5,25-03-2024,2.5,0%,2.5,12.5,21,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-04,PN037,Potatoes,Vegetables,20,24-03-2024,0.46,0%,0.46,9.2,20,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-04,PN011,Cabbage,Vegetables,12,14-03-2024,1.29,0%,1.29,15.48,10,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-04,PN014,Charcoal,Non-Food,4,05-03-2024,1.75,25%,1.31,5.24,730,0,0,8.8,3.7,0.8,0.0,0.0
2024-03-03,PN019,Coffee,Beverages,4,03-03-2025,3.3,0%,3.3,13.2,365,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN011,Cabbage,Vegetables,7,13-03-2024,1.29,0%,1.29,9.03,10,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN045,Spinach,Vegetables,13,13-03-2024,1.39,0%,1.39,18.07,10,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN030,Onions,Vegetables,20,08-03-2024,0.67,5%,0.64,12.8,20,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN038,Pumpkin,Vegetables,6,07-03-2024,3.45,0%,3.45,20.7,4,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN041,Salmon Fillets,Seafood,5,07-03-2024,4.25,0%,4.25,21.25,4,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN017,Chocolates,Confectionery,15,06-03-2024,1.75,10%,1.58,23.7,365,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN033,Oysters,Seafood,17,05-03-2024,3.99,15%,3.39,57.63,15,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN027,Lettuce,Vegetables,14,04-03-2024,1.15,25%,0.86,12.04,5,0,0,9.4,3.7,0.6,0.0,0.0
2024-03-03,PN038,Pumpkin,Vegetables,10,04-03-2024,3.45,25%,2.59,25.9,4,0,0,9.4,3.7,0.6,0.0,0.0
