product,category,expiry_date,shelf_life,remaining_shelf_life,total_quantity,waste_product_quantity,event,date
Easter Eggs,Confectionery,31-12-2024,365,365,134,17,0,01-01-2024
Easter Eggs,Confectionery,31-12-2024,365,365,134,17,0,01-01-2024
Easter Eggs,Confectionery,31-12-2024,365,365,134,15,0,01-01-2024
Easter Eggs,Confectionery,31-12-2024,365,365,134,6,0,01-01-2024
Easter Eggs,Confectionery,31-12-2024,365,365,134,8,0,01-01-2024
Easter Eggs,Confectionery,31-12-2024,365,365,134,15,0,01-01-2024
Beef,Meat,31-12-2024,21,21,3,0,1,10-12-2024
Chicken Breast,Meat,31-12-2024,5,1,3,0,1,30-12-2024
Butter Croissant,Bakery,01-01-2025,3,1,17,0,1,31-12-2024
Guinness,Beverages,01-01-2025,210,210,16,0,0,05-06-2024
Soft Drinks,Beverages,01-01-2025,240,2,9,0,1,30-12-2024
Sparkling Wine,Beverages,01-01-2025,365,365,9,0,0,02-01-2024
Apples,Fruits,01-01-2025,10,1,7,0,1,31-12-2024
Salami,Meat,01-01-2025,21,2,3,2,1,30-12-2024
Salami,Meat,01-01-2025,21,2,3,1,1,30-12-2024
Salami,Meat,01-01-2025,21,3,3,2,1,29-12-2024
Salami,Meat,01-01-2025,21,3,3,1,1,29-12-2024
Pasta,Staples,01-01-2025,365,365,3,0,0,02-01-2024
Carrots,Vegetables,01-01-2025,14,1,16,0,1,31-12-2024
Potatoes,Vegetables,01-01-2025,20,20,10,0,1,12-12-2024
Soft Drinks,Beverages,02-01-2025,240,5,8,0,1,28-12-2024
Sparkling Wine,Beverages,02-01-2025,365,365,5,0,0,03-01-2024
Milk,Dairy,02-01-2025,7,7,4,0,1,26-12-2024
Strawberries,Fruits,02-01-2025,4,4,12,0,1,29-12-2024
Beef,Meat,02-01-2025,21,5,19,0,1,28-12-2024
Ham,Meat,02-01-2025,10,10,25,15,1,23-12-2024
Ham,Meat,02-01-2025,10,10,25,10,1,23-12-2024
Breakfast Cereals,Staples,02-01-2025,365,3,14,0,1,30-12-2024
Cabbage,Vegetables,02-01-2025,10,3,2,0,1,30-12-2024
Potatoes,Vegetables,02-01-2025,20,20,5,0,1,13-12-2024
Chocolates,Confectionery,03-01-2025,365,365,17,0,0,04-01-2024
Cheese,Dairy,03-01-2025,21,21,2,0,1,13-12-2024
Apples,Fruits,03-01-2025,10,10,17,0,1,24-12-2024
Strawberries,Fruits,03-01-2025,4,4,14,0,1,30-12-2024
Lamb,Meat,03-01-2025,3,3,5,0,1,31-12-2024
Turkey,Meat,03-01-2025,14,14,6,0,1,20-12-2024
Salmon Fillets,Seafood,03-01-2025,4,4,15,0,1,30-12-2024
Breakfast Cereals,Staples,03-01-2025,365,365,9,0,0,04-01-2024
Croissants,Bakery,04-01-2025,30,30,4,0,1,05-12-2024
Orange Juice,Beverages,04-01-2025,14,14,6,0,1,21-12-2024
Chocolates,Confectionery,04-01-2025,365,365,2,0,0,05-01-2024
Butter,Dairy,04-01-2025,270,5,19,0,1,30-12-2024
Ham,Meat,04-01-2025,10,10,79,18,1,25-12-2024
Ham,Meat,04-01-2025,10,10,79,11,1,25-12-2024
Ham,Meat,04-01-2025,10,10,79,14,1,25-12-2024
Ham,Meat,04-01-2025,10,10,79,19,1,25-12-2024
Ham,Meat,04-01-2025,10,10,79,17,1,25-12-2024
Turkey,Meat,04-01-2025,14,14,7,0,1,21-12-2024
Butter,Dairy,05-01-2025,270,5,6,0,1,31-12-2024
Eggs,Dairy,05-01-2025,21,21,8,0,1,15-12-2024
Bananas,Fruits,05-01-2025,7,7,11,0,1,29-12-2024
Beef,Meat,05-01-2025,21,21,8,0,1,15-12-2024
Chicken Breast,Meat,05-01-2025,5,5,9,0,1,31-12-2024
Pasta,Staples,05-01-2025,365,365,8,0,0,06-01-2024
Milk,Dairy,06-01-2025,7,7,5,0,1,30-12-2024
Oranges,Fruits,06-01-2025,14,14,18,0,1,23-12-2024
Pineapple,Fruits,06-01-2025,7,7,13,0,1,30-12-2024
Turkey,Meat,06-01-2025,14,14,5,0,1,23-12-2024
Basmati Rice,Staples,06-01-2025,365,365,14,0,0,07-01-2024
Coffee,Beverages,07-01-2025,365,365,22,10,0,08-01-2024
Coffee,Beverages,07-01-2025,365,365,22,12,0,08-01-2024
Brussels Sprouts,Vegetables,07-01-2025,7,7,5,0,1,31-12-2024
Cheese,Dairy,08-01-2025,21,21,3,0,1,18-12-2024
Beef,Meat,08-01-2025,21,21,2,0,1,18-12-2024
Turkey,Meat,08-01-2025,14,14,68,15,1,25-12-2024
Turkey,Meat,08-01-2025,14,14,68,14,1,25-12-2024
Turkey,Meat,08-01-2025,14,14,68,12,1,25-12-2024
Turkey,Meat,08-01-2025,14,14,68,5,1,25-12-2024
Turkey,Meat,08-01-2025,14,14,68,11,1,25-12-2024
Turkey,Meat,08-01-2025,14,14,68,11,1,25-12-2024
Eggs,Dairy,09-01-2025,21,21,3,0,1,19-12-2024
Apples,Fruits,09-01-2025,10,10,3,0,1,30-12-2024
Oranges,Fruits,09-01-2025,14,14,34,15,1,26-12-2024
Oranges,Fruits,09-01-2025,14,14,34,19,1,26-12-2024
Oysters,Seafood,09-01-2025,15,15,26,15,1,25-12-2024
Oysters,Seafood,09-01-2025,15,15,26,11,1,25-12-2024
Turkey,Meat,10-01-2025,14,14,15,0,1,27-12-2024
Pepper,Spices,10-01-2025,14,14,14,0,1,27-12-2024
Pasta,Staples,10-01-2025,365,365,9,0,0,11-01-2024
Carrots,Vegetables,10-01-2025,14,14,8,0,1,27-12-2024
Easter Eggs,Confectionery,11-01-2025,365,365,4,0,0,12-01-2024
Breakfast Cereals,Staples,11-01-2025,365,365,3,0,0,12-01-2024
Potatoes,Vegetables,11-01-2025,20,20,10,0,1,22-12-2024
Easter Eggs,Confectionery,12-01-2025,365,365,4,0,0,13-01-2024
Oysters,Seafood,12-01-2025,15,15,25,9,1,28-12-2024
Oysters,Seafood,12-01-2025,15,15,25,16,1,28-12-2024
Easter Eggs,Confectionery,13-01-2025,365,365,11,0,0,14-01-2024
Salami,Meat,13-01-2025,21,21,8,0,1,23-12-2024
Mussels,Seafood,13-01-2025,15,15,16,0,1,29-12-2024
Croissants,Bakery,14-01-2025,30,30,13,0,1,15-12-2024
Burger Patties,Meat,14-01-2025,365,365,4,0,0,15-01-2024
Burger Patties,Meat,15-01-2025,365,365,15,0,0,16-01-2024
Sparkling Wine,Beverages,16-01-2025,365,365,11,0,0,17-01-2024
Chocolates,Confectionery,16-01-2025,365,365,14,0,0,17-01-2024
Pasta,Staples,16-01-2025,365,365,4,0,0,17-01-2024
Eggs,Dairy,17-01-2025,21,21,16,0,1,27-12-2024
Beef,Meat,17-01-2025,21,21,7,0,1,27-12-2024
Pasta,Staples,17-01-2025,365,365,7,0,0,18-01-2024
Sparkling Wine,Beverages,18-01-2025,365,365,18,0,0,19-01-2024
Burger Patties,Meat,18-01-2025,365,365,19,0,0,19-01-2024
Onions,Vegetables,19-01-2025,20,20,19,0,1,30-12-2024
Cheese,Dairy,20-01-2025,21,21,8,0,1,30-12-2024
Eggs,Dairy,20-01-2025,21,21,2,0,1,30-12-2024
Beef,Meat,20-01-2025,21,21,19,0,1,30-12-2024
Basmati Rice,Staples,20-01-2025,365,365,27,9,0,21-01-2024
Basmati Rice,Staples,20-01-2025,365,365,27,18,0,21-01-2024
Onions,Vegetables,20-01-2025,20,20,17,0,1,31-12-2024
Salami,Meat,21-01-2025,21,21,5,0,1,31-12-2024
Pasta,Staples,21-01-2025,365,365,7,0,0,22-01-2024
Pasta,Staples,22-01-2025,365,365,8,0,0,23-01-2024
Soft Drinks,Beverages,24-01-2025,240,240,17,0,0,29-05-2024
Croissants,Bakery,25-01-2025,30,30,18,0,1,26-12-2024
Burger Patties,Meat,26-01-2025,365,365,7,0,0,27-01-2024
Basmati Rice,Staples,27-01-2025,365,365,5,0,0,28-01-2024
Sparkling Wine,Beverages,03-02-2025,365,365,8,0,0,04-02-2024
Chocolates,Confectionery,03-02-2025,365,365,16,0,0,04-02-2024
Coffee,Beverages,04-02-2025,365,365,8,0,0,05-02-2024
Easter Eggs,Confectionery,04-02-2025,365,365,50,15,0,05-02-2024
Easter Eggs,Confectionery,04-02-2025,365,365,50,17,0,05-02-2024
Easter Eggs,Confectionery,04-02-2025,365,365,50,18,0,05-02-2024
Sparkling Wine,Beverages,06-02-2025,365,366,19,0,0,06-02-2024
Pasta,Staples,06-02-2025,365,365,2,0,0,07-02-2024
Burger Patties,Meat,07-02-2025,365,365,3,0,0,08-02-2024
Coffee,Beverages,10-02-2025,365,365,14,0,0,11-02-2024
Breakfast Cereals,Staples,10-02-2025,365,365,3,0,0,11-02-2024
Pasta,Staples,11-02-2025,365,365,7,0,0,12-02-2024
Burger Patties,Meat,12-02-2025,365,365,6,0,0,13-02-2024
Basmati Rice,Staples,12-02-2025,365,365,20,0,0,13-02-2024
Pasta,Staples,12-02-2025,365,365,2,0,0,13-02-2024
Sparkling Wine,Beverages,13-02-2025,365,365,38,19,1,14-02-2024
Sparkling Wine,Beverages,13-02-2025,365,365,38,19,1,14-02-2024
Chocolates,Confectionery,13-02-2025,365,365,25,19,1,14-02-2024
Chocolates,Confectionery,13-02-2025,365,365,25,6,1,14-02-2024
Guinness,Beverages,14-02-2025,210,210,12,0,1,19-07-2024
Pasta,Staples,14-02-2025,365,365,21,9,0,15-02-2024
Pasta,Staples,14-02-2025,365,365,21,12,0,15-02-2024
Coffee,Beverages,15-02-2025,365,365,12,10,0,16-02-2024
Coffee,Beverages,15-02-2025,365,365,12,2,0,16-02-2024
Easter Eggs,Confectionery,15-02-2025,365,365,20,0,0,16-02-2024
Pasta,Staples,15-02-2025,365,365,10,0,0,16-02-2024
Guinness,Beverages,16-02-2025,210,210,14,0,1,21-07-2024
Burger Patties,Meat,18-02-2025,365,365,16,0,0,19-02-2024
Chocolates,Confectionery,20-02-2025,365,365,1,0,0,21-02-2024
Pasta,Staples,20-02-2025,365,365,2,0,0,21-02-2024
Guinness,Beverages,21-02-2025,210,210,11,0,1,26-07-2024
Sparkling Wine,Beverages,22-02-2025,365,365,19,0,0,23-02-2024
Easter Eggs,Confectionery,22-02-2025,365,365,1,0,0,23-02-2024
Pasta,Staples,24-02-2025,365,365,17,0,0,25-02-2024
Coffee,Beverages,25-02-2025,365,365,13,0,0,26-02-2024
Chocolates,Confectionery,25-02-2025,365,365,18,0,0,26-02-2024
Sparkling Wine,Beverages,26-02-2025,365,365,10,0,0,27-02-2024
Soft Drinks,Beverages,28-02-2025,240,240,22,2,0,03-07-2024
Soft Drinks,Beverages,28-02-2025,240,240,22,20,0,03-07-2024
Pasta,Staples,28-02-2025,365,365,8,0,0,29-02-2024
Burger Patties,Meat,01-03-2025,365,365,11,0,0,01-03-2024
Basmati Rice,Staples,01-03-2025,365,365,12,0,0,01-03-2024
Coffee,Beverages,03-03-2025,365,365,4,0,0,03-03-2024
Guinness,Beverages,03-03-2025,210,210,5,0,0,05-08-2024
Pasta,Staples,04-03-2025,365,365,5,0,0,04-03-2024
Easter Eggs,Confectionery,05-03-2025,365,365,37,19,0,05-03-2024
Easter Eggs,Confectionery,05-03-2025,365,365,37,18,0,05-03-2024
Burger Patties,Meat,08-03-2025,365,365,15,0,0,08-03-2024
Basmati Rice,Staples,08-03-2025,365,365,11,0,0,08-03-2024
Sparkling Wine,Beverages,09-03-2025,365,365,17,0,0,09-03-2024
Easter Eggs,Confectionery,09-03-2025,365,365,7,0,0,09-03-2024
Coffee,Beverages,11-03-2025,365,365,16,0,0,11-03-2024
Breakfast Cereals,Staples,11-03-2025,365,365,17,0,0,11-03-2024
Soft Drinks,Beverages,12-03-2025,240,240,47,21,1,15-07-2024
Soft Drinks,Beverages,12-03-2025,240,240,47,13,1,15-07-2024
Soft Drinks,Beverages,12-03-2025,240,240,47,13,1,15-07-2024
Breakfast Cereals,Staples,12-03-2025,365,365,15,0,0,12-03-2024
Pasta,Staples,12-03-2025,365,365,7,0,0,12-03-2024
Pasta,Staples,16-03-2025,365,365,3,0,0,16-03-2024
Easter Eggs,Confectionery,17-03-2025,365,365,13,0,0,17-03-2024
Sparkling Wine,Beverages,18-03-2025,365,365,4,0,0,18-03-2024
Breakfast Cereals,Staples,18-03-2025,365,365,17,0,0,18-03-2024
Pasta,Staples,18-03-2025,365,365,2,0,0,18-03-2024
Breakfast Cereals,Staples,19-03-2025,365,365,7,0,0,19-03-2024
Easter Eggs,Confectionery,20-03-2025,365,365,18,0,0,20-03-2024
Burger Patties,Meat,20-03-2025,365,365,13,0,0,20-03-2024
Pasta,Staples,21-03-2025,365,365,11,3,0,21-03-2024
Pasta,Staples,21-03-2025,365,365,11,8,0,21-03-2024
Chocolates,Confectionery,22-03-2025,365,365,3,0,0,22-03-2024
Easter Eggs,Confectionery,22-03-2025,365,365,18,0,0,22-03-2024
Breakfast Cereals,Staples,22-03-2025,365,365,13,0,0,22-03-2024
Easter Eggs,Confectionery,23-03-2025,365,365,16,0,0,23-03-2024
Soft Drinks,Beverages,25-03-2025,240,240,5,0,1,28-07-2024
Easter Eggs,Confectionery,26-03-2025,365,365,14,3,0,26-03-2024
Easter Eggs,Confectionery,26-03-2025,365,365,14,11,0,26-03-2024
Basmati Rice,Staples,26-03-2025,365,365,2,0,0,26-03-2024
Guinness,Beverages,27-03-2025,210,210,14,0,0,29-08-2024
Coffee,Beverages,28-03-2025,365,365,19,0,0,28-03-2024
Breakfast Cereals,Staples,28-03-2025,365,365,4,0,0,28-03-2024
Easter Eggs,Confectionery,29-03-2025,365,365,10,0,0,29-03-2024
Guinness,Beverages,30-03-2025,210,210,2,0,0,01-09-2024
Chocolates,Confectionery,31-03-2025,365,364,58,12,0,01-04-2024
Chocolates,Confectionery,31-03-2025,365,364,58,5,0,01-04-2024
Chocolates,Confectionery,31-03-2025,365,364,58,16,0,01-04-2024
Chocolates,Confectionery,31-03-2025,365,364,58,7,0,01-04-2024
Chocolates,Confectionery,31-03-2025,365,364,58,18,0,01-04-2024
Easter Eggs,Confectionery,31-03-2025,365,364,32,15,0,01-04-2024
Easter Eggs,Confectionery,31-03-2025,365,364,32,6,0,01-04-2024
Easter Eggs,Confectionery,31-03-2025,365,364,32,11,0,01-04-2024
Sparkling Wine,Beverages,01-04-2025,365,365,7,0,0,01-04-2024
Breakfast Cereals,Staples,02-04-2025,365,365,17,0,0,02-04-2024
Easter Eggs,Confectionery,04-04-2025,365,365,2,0,0,04-04-2024
Burger Patties,Meat,04-04-2025,365,365,14,12,0,04-04-2024
Burger Patties,Meat,04-04-2025,365,365,14,2,0,04-04-2024
Easter Eggs,Confectionery,05-04-2025,365,365,13,0,0,05-04-2024
Basmati Rice,Staples,05-04-2025,365,365,4,0,0,05-04-2024
Guinness,Beverages,06-04-2025,210,210,7,0,0,08-09-2024
Chocolates,Confectionery,06-04-2025,365,365,6,0,0,06-04-2024
Coffee,Beverages,07-04-2025,365,365,3,0,0,07-04-2024
Pasta,Staples,07-04-2025,365,365,4,0,0,07-04-2024
Sparkling Wine,Beverages,08-04-2025,365,365,1,0,0,08-04-2024
Pasta,Staples,08-04-2025,365,365,14,10,0,08-04-2024
Pasta,Staples,08-04-2025,365,365,14,4,0,08-04-2024
Chocolates,Confectionery,09-04-2025,365,365,10,0,0,09-04-2024
Breakfast Cereals,Staples,09-04-2025,365,365,5,0,0,09-04-2024
Basmati Rice,Staples,11-04-2025,365,365,3,0,0,11-04-2024
Guinness,Beverages,12-04-2025,210,210,3,0,0,14-09-2024
Chocolates,Confectionery,13-04-2025,365,365,14,0,0,13-04-2024
Pasta,Staples,13-04-2025,365,365,13,9,0,13-04-2024
Pasta,Staples,13-04-2025,365,365,13,4,0,13-04-2024
Pasta,Staples,14-04-2025,365,365,18,0,0,14-04-2024
Chocolates,Confectionery,15-04-2025,365,365,1,0,1,15-04-2024
Basmati Rice,Staples,15-04-2025,365,365,6,0,1,15-04-2024
Burger Patties,Meat,16-04-2025,365,365,15,0,1,16-04-2024
Guinness,Beverages,17-04-2025,210,210,16,0,0,19-09-2024
Pasta,Staples,18-04-2025,365,365,7,0,1,18-04-2024
Easter Eggs,Confectionery,19-04-2025,365,365,14,0,1,19-04-2024
Burger Patties,Meat,20-04-2025,365,365,18,0,1,20-04-2024
Easter Eggs,Confectionery,22-04-2025,365,365,9,0,0,22-04-2024
Basmati Rice,Staples,22-04-2025,365,365,7,0,0,22-04-2024
Easter Eggs,Confectionery,23-04-2025,365,365,16,0,0,23-04-2024
Pasta,Staples,24-04-2025,365,365,10,0,0,24-04-2024
Sparkling Wine,Beverages,25-04-2025,365,365,7,0,0,25-04-2024
Breakfast Cereals,Staples,25-04-2025,365,365,20,7,0,25-04-2024
Breakfast Cereals,Staples,25-04-2025,365,365,20,13,0,25-04-2024
Breakfast Cereals,Staples,26-04-2025,365,365,11,0,0,26-04-2024
Pasta,Staples,27-04-2025,365,365,9,0,0,27-04-2024
Easter Eggs,Confectionery,01-05-2025,365,365,12,0,0,01-05-2024
Pasta,Staples,01-05-2025,365,365,5,0,0,01-05-2024
Guinness,Beverages,03-05-2025,210,210,6,0,1,05-10-2024
Guinness,Beverages,04-05-2025,210,210,7,0,1,06-10-2024
Coffee,Beverages,05-05-2025,365,365,20,0,0,05-05-2024
Burger Patties,Meat,05-05-2025,365,365,11,0,0,05-05-2024
Soft Drinks,Beverages,06-05-2025,240,240,11,0,0,08-09-2024
Chocolates,Confectionery,06-05-2025,365,365,19,0,0,06-05-2024
Burger Patties,Meat,09-05-2025,365,365,14,0,0,09-05-2024
Soft Drinks,Beverages,10-05-2025,240,240,9,0,0,12-09-2024
Burger Patties,Meat,10-05-2025,365,365,15,0,0,10-05-2024
Burger Patties,Meat,11-05-2025,365,365,12,0,0,11-05-2024
Guinness,Beverages,12-05-2025,210,210,9,0,1,14-10-2024
Pasta,Staples,12-05-2025,365,365,18,0,0,12-05-2024
Guinness,Beverages,15-05-2025,210,210,4,0,1,17-10-2024
Pasta,Staples,16-05-2025,365,365,16,0,0,16-05-2024
Chocolates,Confectionery,17-05-2025,365,365,3,0,0,17-05-2024
Easter Eggs,Confectionery,17-05-2025,365,365,15,0,0,17-05-2024
Burger Patties,Meat,17-05-2025,365,365,19,0,0,17-05-2024
Basmati Rice,Staples,19-05-2025,365,365,13,0,0,19-05-2024
Chocolates,Confectionery,21-05-2025,365,365,1,0,0,21-05-2024
Easter Eggs,Confectionery,21-05-2025,365,365,9,0,0,21-05-2024
Burger Patties,Meat,22-05-2025,365,365,2,0,0,22-05-2024
Basmati Rice,Staples,22-05-2025,365,365,5,0,0,22-05-2024
Chocolates,Confectionery,23-05-2025,365,365,2,0,0,23-05-2024
Breakfast Cereals,Staples,23-05-2025,365,365,14,4,0,23-05-2024
Breakfast Cereals,Staples,23-05-2025,365,365,14,10,0,23-05-2024
Guinness,Beverages,24-05-2025,210,210,10,0,1,26-10-2024
Breakfast Cereals,Staples,24-05-2025,365,365,8,0,0,24-05-2024
Coffee,Beverages,25-05-2025,365,365,18,0,0,25-05-2024
Pasta,Staples,25-05-2025,365,365,12,0,0,25-05-2024
Easter Eggs,Confectionery,26-05-2025,365,365,3,0,0,26-05-2024
Basmati Rice,Staples,28-05-2025,365,365,14,0,0,28-05-2024
Guinness,Beverages,30-05-2025,210,210,17,0,0,01-11-2024
Burger Patties,Meat,30-05-2025,365,365,5,0,0,30-05-2024
Chocolates,Confectionery,01-06-2025,365,365,15,0,0,01-06-2024
Chocolates,Confectionery,02-06-2025,365,365,11,0,0,02-06-2024
Easter Eggs,Confectionery,02-06-2025,365,365,9,0,0,02-06-2024
Basmati Rice,Staples,02-06-2025,365,365,11,0,0,02-06-2024
Breakfast Cereals,Staples,02-06-2025,365,365,10,0,0,02-06-2024
Basmati Rice,Staples,04-06-2025,365,365,5,0,0,04-06-2024
Easter Eggs,Confectionery,05-06-2025,365,365,17,0,0,05-06-2024
Breakfast Cereals,Staples,06-06-2025,365,365,11,0,0,06-06-2024
Chocolates,Confectionery,07-06-2025,365,365,7,0,0,07-06-2024
Easter Eggs,Confectionery,07-06-2025,365,365,12,0,0,07-06-2024
Basmati Rice,Staples,07-06-2025,365,365,10,0,0,07-06-2024
Basmati Rice,Staples,09-06-2025,365,365,14,0,0,09-06-2024
Breakfast Cereals,Staples,09-06-2025,365,365,12,0,0,09-06-2024
Soft Drinks,Beverages,10-06-2025,240,240,12,0,0,13-10-2024
Pasta,Staples,10-06-2025,365,365,5,0,0,10-06-2024
Breakfast Cereals,Staples,11-06-2025,365,365,3,0,0,11-06-2024
Basmati Rice,Staples,12-06-2025,365,365,9,0,0,12-06-2024
Basmati Rice,Staples,13-06-2025,365,365,9,0,0,13-06-2024
Sparkling Wine,Beverages,14-06-2025,365,365,8,0,0,14-06-2024
Coffee,Beverages,16-06-2025,365,365,9,0,0,16-06-2024
Coffee,Beverages,17-06-2025,365,365,2,0,0,17-06-2024
Guinness,Beverages,17-06-2025,210,210,12,0,0,19-11-2024
Basmati Rice,Staples,17-06-2025,365,365,20,0,0,17-06-2024
Pasta,Staples,18-06-2025,365,365,19,0,0,18-06-2024
Breakfast Cereals,Staples,20-06-2025,365,365,11,0,0,20-06-2024
Coffee,Beverages,21-06-2025,365,365,6,0,0,21-06-2024
Soft Drinks,Beverages,21-06-2025,240,240,10,0,1,24-10-2024
Easter Eggs,Confectionery,21-06-2025,365,365,18,0,0,21-06-2024
Soft Drinks,Beverages,24-06-2025,240,240,9,0,1,27-10-2024
Sparkling Wine,Beverages,24-06-2025,365,365,13,0,0,24-06-2024
Breakfast Cereals,Staples,24-06-2025,365,365,16,0,0,24-06-2024
Easter Eggs,Confectionery,25-06-2025,365,365,7,0,0,25-06-2024
Chocolates,Confectionery,26-06-2025,365,365,18,0,0,26-06-2024
Easter Eggs,Confectionery,26-06-2025,365,365,1,0,0,26-06-2024
Breakfast Cereals,Staples,26-06-2025,365,365,8,0,0,26-06-2024
Burger Patties,Meat,27-06-2025,365,365,10,0,0,27-06-2024
Soft Drinks,Beverages,28-06-2025,240,240,7,0,0,31-10-2024
Coffee,Beverages,29-06-2025,365,365,18,0,0,29-06-2024
Guinness,Beverages,30-06-2025,210,210,7,6,1,02-12-2024
Guinness,Beverages,30-06-2025,210,210,7,1,1,02-12-2024
Soft Drinks,Beverages,30-06-2025,240,240,2,0,0,02-11-2024
Guinness,Beverages,01-07-2025,210,210,11,0,1,03-12-2024
Pasta,Staples,03-07-2025,365,365,10,0,0,03-07-2024
Basmati Rice,Staples,04-07-2025,365,365,16,0,0,04-07-2024
Breakfast Cereals,Staples,04-07-2025,365,365,14,0,0,04-07-2024
Pasta,Staples,04-07-2025,365,365,9,0,0,04-07-2024
Sparkling Wine,Beverages,05-07-2025,365,365,14,0,0,05-07-2024
Breakfast Cereals,Staples,06-07-2025,365,365,10,0,0,06-07-2024
Easter Eggs,Confectionery,07-07-2025,365,365,14,0,0,07-07-2024
Chocolates,Confectionery,08-07-2025,365,365,9,0,0,08-07-2024
Basmati Rice,Staples,08-07-2025,365,365,8,0,0,08-07-2024
Pasta,Staples,08-07-2025,365,365,1,0,0,08-07-2024
Breakfast Cereals,Staples,09-07-2025,365,365,14,0,1,09-07-2024
Pasta,Staples,09-07-2025,365,365,16,0,1,09-07-2024
Guinness,Beverages,10-07-2025,210,210,17,0,1,12-12-2024
Chocolates,Confectionery,10-07-2025,365,365,15,0,1,10-07-2024
Guinness,Beverages,11-07-2025,210,210,5,0,1,13-12-2024
Pasta,Staples,13-07-2025,365,365,8,0,1,13-07-2024
Guinness,Beverages,16-07-2025,210,210,20,0,1,18-12-2024
Pasta,Staples,16-07-2025,365,365,14,0,1,16-07-2024
Coffee,Beverages,17-07-2025,365,365,20,0,1,17-07-2024
Easter Eggs,Confectionery,17-07-2025,365,365,13,0,1,17-07-2024
Burger Patties,Meat,17-07-2025,365,365,12,0,1,17-07-2024
Breakfast Cereals,Staples,17-07-2025,365,365,19,0,1,17-07-2024
Pasta,Staples,17-07-2025,365,365,1,0,1,17-07-2024
Soft Drinks,Beverages,20-07-2025,240,240,4,0,1,22-11-2024
Sparkling Wine,Beverages,20-07-2025,365,365,7,0,1,20-07-2024
Easter Eggs,Confectionery,20-07-2025,365,365,9,0,1,20-07-2024
Guinness,Beverages,21-07-2025,210,210,4,0,1,23-12-2024
Basmati Rice,Staples,21-07-2025,365,365,18,0,1,21-07-2024
Pasta,Staples,22-07-2025,365,365,2,0,1,22-07-2024
Sparkling Wine,Beverages,23-07-2025,365,365,9,0,1,23-07-2024
Chocolates,Confectionery,23-07-2025,365,365,3,0,1,23-07-2024
Easter Eggs,Confectionery,23-07-2025,365,365,13,0,1,23-07-2024
Chocolates,Confectionery,24-07-2025,365,365,20,0,1,24-07-2024
Burger Patties,Meat,24-07-2025,365,365,14,0,1,24-07-2024
Pasta,Staples,24-07-2025,365,365,9,0,1,24-07-2024
Guinness,Beverages,25-07-2025,210,210,3,0,1,27-12-2024
Basmati Rice,Staples,25-07-2025,365,365,8,0,1,25-07-2024
Breakfast Cereals,Staples,25-07-2025,365,365,2,0,1,25-07-2024
Pasta,Staples,25-07-2025,365,365,5,0,1,25-07-2024
Guinness,Beverages,26-07-2025,210,210,17,0,1,28-12-2024
Burger Patties,Meat,27-07-2025,365,365,20,0,1,27-07-2024
Sparkling Wine,Beverages,29-07-2025,365,365,29,0,1,29-07-2024
Chocolates,Confectionery,29-07-2025,365,365,14,0,1,29-07-2024
Sparkling Wine,Beverages,30-07-2025,365,365,15,0,1,30-07-2024
Breakfast Cereals,Staples,30-07-2025,365,365,11,0,1,30-07-2024
Burger Patties,Meat,02-08-2025,365,365,6,0,1,02-08-2024
Pasta,Staples,03-08-2025,365,365,1,0,1,03-08-2024
Coffee,Beverages,04-08-2025,365,365,19,0,1,04-08-2024
Pasta,Staples,04-08-2025,365,365,5,0,1,04-08-2024
Pasta,Staples,05-08-2025,365,365,8,0,0,05-08-2024
Sparkling Wine,Beverages,06-08-2025,365,365,1,0,0,06-08-2024
Pasta,Staples,06-08-2025,365,365,5,0,0,06-08-2024
Soft Drinks,Beverages,07-08-2025,240,240,14,0,1,10-12-2024
Pasta,Staples,08-08-2025,365,365,7,0,0,08-08-2024
Pasta,Staples,09-08-2025,365,365,13,0,0,09-08-2024
Chocolates,Confectionery,10-08-2025,365,365,1,0,0,10-08-2024
Basmati Rice,Staples,11-08-2025,365,365,1,0,0,11-08-2024
Easter Eggs,Confectionery,12-08-2025,365,365,14,0,0,12-08-2024
Pasta,Staples,13-08-2025,365,365,13,0,0,13-08-2024
Easter Eggs,Confectionery,16-08-2025,365,365,6,0,0,16-08-2024
Easter Eggs,Confectionery,17-08-2025,365,365,14,0,0,17-08-2024
Breakfast Cereals,Staples,18-08-2025,365,365,6,0,0,18-08-2024
Soft Drinks,Beverages,21-08-2025,240,240,13,0,1,24-12-2024
Chocolates,Confectionery,21-08-2025,365,365,15,0,0,21-08-2024
Chocolates,Confectionery,22-08-2025,365,365,16,0,0,22-08-2024
Burger Patties,Meat,25-08-2025,365,365,29,18,0,25-08-2024
Burger Patties,Meat,25-08-2025,365,365,29,11,0,25-08-2024
Easter Eggs,Confectionery,26-08-2025,365,365,7,0,0,26-08-2024
Pasta,Staples,28-08-2025,365,365,14,0,0,28-08-2024
Easter Eggs,Confectionery,29-08-2025,365,365,9,0,0,29-08-2024
Burger Patties,Meat,29-08-2025,365,365,15,0,0,29-08-2024
Pasta,Staples,30-08-2025,365,365,15,0,0,30-08-2024
Pasta,Staples,31-08-2025,365,365,3,0,0,31-08-2024
Coffee,Beverages,01-09-2025,365,365,19,0,0,01-09-2024
Chocolates,Confectionery,01-09-2025,365,365,7,0,0,01-09-2024
Burger Patties,Meat,01-09-2025,365,365,10,0,0,01-09-2024
